name,category,ra_deg,dec_deg,r_proj_mpc,v_kms,v_mean_kms,delta_v_kms,sigma_v_kms,v_over_sigma,has_emission,slope_dex_per_Re,slope_error_dex_per_Re,gradient_method
1695.0,background,189.2285916,12.5201265,0.44315965800482077,1717.0,1454.388888888889,262.6111111111111,223.8834094919756,1.1729815608356793,,,,
1696.0,background,189.2349379,14.2173437,0.6907249271102315,332.0,1454.388888888889,-1122.388888888889,223.8834094919756,-5.013274058295585,,,,
1720.0,background,189.3773344,9.5550995,0.9546539155591028,2292.0,1454.388888888889,837.6111111111111,223.8834094919756,3.741282630150103,,,,
1727.0,background,189.4313892,11.8182052,0.5272507727352111,1517.0,1454.388888888889,62.611111111111086,223.8834094919756,0.27965944976979273,,,,
1730.0,background,189.4516186,5.3685208,2.0985342206311963,1035.0,1454.388888888889,-419.3888888888889,223.8834094919756,-1.873246837898994,,,,
1743.0,background,189.5282773,10.0823858,0.8529785032088402,1279.0,1454.388888888889,-175.3888888888889,223.8834094919756,-0.7833938623986123,,,,
1779.0,background,189.7695433,14.7310745,0.9047799906589382,1251.0,1454.388888888889,-203.3888888888889,223.8834094919756,-0.9084589579478364,,,,
1809.0,background,189.9500562,12.9739543,0.6723928760852749,2828.0,1454.388888888889,1373.611111111111,223.8834094919756,6.135385887806679,,,,
1813.0,background,189.9831538,10.176147,0.9212668183335406,1892.0,1454.388888888889,437.6111111111111,223.8834094919756,1.95463840801833,,,,
1826.0,background,190.0468834,9.8961198,0.9921722857832702,1973.0,1454.388888888889,518.6111111111111,223.8834094919756,2.316433863000014,,,,
1828.0,background,190.0557887,12.8747695,0.6957490288413841,1560.0,1454.388888888889,105.61111111111109,223.8834094919756,0.4717237036489583,,,,
1833.0,background,190.0820095,15.9352811,1.237417689607094,1705.0,1454.388888888889,250.6111111111111,223.8834094919756,1.119382234171726,,,,
1857.0,background,190.2213279,10.4756088,0.9169004973441968,634.0,1454.388888888889,-820.3888888888889,223.8834094919756,-3.6643576705860963,,,,
1859.0,background,190.2398109,11.9121733,0.7478426814631789,1649.0,1454.388888888889,194.6111111111111,223.8834094919756,0.8692520430732779,,,,
1861.0,background,190.2439935,11.1844975,0.8149880123359124,630.0,1454.388888888889,-824.3888888888889,223.8834094919756,-3.6822241128074142,,,,
1869.0,background,190.3053852,10.1556511,0.9942641654950346,1850.0,1454.388888888889,395.6111111111111,223.8834094919756,1.767040764694494,,,,
1870.0,background,190.3139453,11.2984787,0.8200240696349379,1652.0,1454.388888888889,197.6111111111111,223.8834094919756,0.8826518747392661,,,,
1871.0,background,190.3155405,11.3872469,0.8108564159203474,557.0,1454.388888888889,-897.3888888888889,223.8834094919756,-4.008286683346463,,,,
1879.0,background,190.3641447,11.145837,0.8512841932388858,1070.0,1454.388888888889,-384.3888888888889,223.8834094919756,-1.7169154684624637,,,,
1883.0,background,190.3864549,7.3148793,1.6647500607904284,1775.0,1454.388888888889,320.6111111111111,223.8834094919756,1.4320449730447864,,,,
1886.0,background,190.4142274,12.2474618,0.7865161859476486,927.0,1454.388888888889,-527.3888888888889,223.8834094919756,-2.3556407778745725,,,,
1895.0,background,190.4665489,9.4029504,1.1797791923967282,970.0,1454.388888888889,-484.3888888888889,223.8834094919756,-2.163576523995407,,,,
1903.0,background,190.5094276,11.6469455,0.8411753127253835,467.0,1454.388888888889,-987.3888888888889,223.8834094919756,-4.410281633326112,,,,
1938.0,background,190.6976235,11.4425074,0.910166537592886,1152.0,1454.388888888889,-302.3888888888889,223.8834094919756,-1.3506534029254502,,,,
1943.0,background,190.7182196,13.2573609,0.908972255782018,1018.0,1454.388888888889,-436.3888888888889,223.8834094919756,-1.9491792173395943,,,,
1948.0,background,190.7418971,10.6819602,1.0103678614874565,1610.0,1454.388888888889,155.6111111111111,223.8834094919756,0.69505423141543,,,,
1978.0,background,190.9165323,11.5527,0.9623038870004549,1110.0,1454.388888888889,-344.3888888888889,223.8834094919756,-1.5382510462492864,,,,
1987.0,background,190.9857679,13.126709,0.9747865477506605,1036.0,1454.388888888889,-418.3888888888889,223.8834094919756,-1.8687802273436644,,,,
1993.0,background,191.0501035,12.9418399,0.9828785217146793,847.0,1454.388888888889,-607.3888888888889,223.8834094919756,-2.7129696223009274,,,,
1999.0,background,191.1224887,13.4985566,1.0415573497575374,469.0,1454.388888888889,-985.3888888888889,223.8834094919756,-4.4013484122154525,,,,
2000.0,background,191.1332587,11.1905008,1.0531515032704049,1083.0,1454.388888888889,-371.3888888888889,223.8834094919756,-1.6588495312431812,,,,
2019.0,background,191.3350829,13.692672,1.1180970044167702,1819.0,1454.388888888889,364.6111111111111,223.8834094919756,1.6285758374792814,,,,
2048.0,background,191.813756,10.203629,1.3496537574083376,1086.0,1454.388888888889,-368.3888888888889,223.8834094919756,-1.6454496995771928,,,,
2050.0,background,191.8359814,12.1664348,1.1994917868870054,1165.0,1454.388888888889,-289.3888888888889,223.8834094919756,-1.2925874657061676,,,,
2058.0,background,191.9398462,13.7628078,1.290670833438621,1604.0,1454.388888888889,149.6111111111111,223.8834094919756,0.6682545680834534,,,,
2066.0,background,192.0630072,10.9832842,1.3278801272576513,1160.0,1454.388888888889,-294.3888888888889,223.8834094919756,-1.3149205184828148,,,,
2087.0,background,192.7782371,10.9120966,1.5322325688754497,925.0,1454.388888888889,-529.3888888888889,223.8834094919756,-2.3645739989852315,,,,
2092.0,background,193.0729,11.3138628,1.5874702971135786,1351.0,1454.388888888889,-103.38888888888891,223.8834094919756,-0.46179790241489316,,,,
2095.0,background,193.2332268,11.2309755,1.637849713244788,986.0,1454.388888888889,-468.3888888888889,223.8834094919756,-2.092110755110136,,,,
VCC0308,galaxy,184.71179167,7.86291667,1.5742852392860227,1572.0,1454.388888888889,117.61111111111109,223.8834094919756,0.5253230303129115,True,-0.0722454755189709,0.0014934573594846,RDB
VCC0667,galaxy,185.951875,7.18641667,1.5927727089747143,1431.0,1454.388888888889,-23.388888888888914,223.8834094919756,-0.10446905798853852,True,-0.0662669466209892,0.0145806522815925,RDB
VCC0688,galaxy,186.00083333,7.78525,1.4242904987111724,1061.0,1454.388888888889,-393.3888888888889,223.8834094919756,-1.7571149634604286,True,-0.072118397556233,0.0253961158346273,RDB
VCC1049,galaxy,186.97720833,8.09055556,1.2649406621200545,1249.0,1454.388888888889,-205.3888888888889,223.8834094919756,-0.9173921790584952,True,0.0593322640533798,0.0641739162972839,RDB
VCC1146,galaxy,187.23920833,13.24186111,0.2814002690663012,1404.0,1454.388888888889,-50.388888888888914,223.8834094919756,-0.2250675429824332,True,-0.1079914611259821,0.0109601630729694,RDB
VCC1193,galaxy,187.38029167,7.69722222,1.3645017326130258,1543.0,1454.388888888889,88.61111111111109,223.8834094919756,0.39579132420835794,True,0.0490411039932618,0.1107472932122293,RDB
VCC1368,galaxy,187.88520834,11.626,0.22789581483116442,1322.0,1454.388888888889,-132.3888888888889,223.8834094919756,-0.5913296085194467,True,0.0219859206475915,0.0409974468381489,RDB
VCC1410,galaxy,188.01254167,16.68780556,1.2492077708344813,1411.0,1454.388888888889,-43.388888888888914,223.8834094919756,-0.19380126909512718,True,0.0074295944824176,0.0486932290099147,RDB
VCC1431,galaxy,188.09841667,11.26347222,0.34626182181375637,1379.0,1454.388888888889,-75.38888888888891,223.8834094919756,-0.33673280686566903,True,-0.1123283205338055,0.0441828430985143,RDB
VCC1486,galaxy,188.29304167,11.34744444,0.3472720966529635,1588.0,1454.388888888889,133.6111111111111,223.8834094919756,0.5967887991981824,True,-0.0097742922226239,0.0548785641631731,RDB
VCC1549,galaxy,188.56275,11.07166667,0.4562440035134763,1359.0,1454.388888888889,-95.38888888888891,223.8834094919756,-0.42606501797225765,False,-0.025052512954847,0.0203156016854024,RDB
VCC1588,galaxy,188.711375,15.55197222,0.9619062901271735,1947.0,1454.388888888889,492.6111111111111,223.8834094919756,2.2003019885614488,True,-0.0121812858392797,0.0205618391256731,RDB
VCC1695,galaxy,189.23066667,12.52055556,0.4437697903941441,1359.0,1454.388888888889,-95.38888888888891,223.8834094919756,-0.42606501797225765,True,0.0124513144018889,0.0422408227188486,RDB
VCC1811,galaxy,189.9665,15.29788889,1.0678764205667401,1386.0,1454.388888888889,-68.38888888888891,223.8834094919756,-0.305466532978363,True,0.0092698754666362,0.0010293647014615,RDB
VCC1890,galaxy,190.44312499,11.48869444,0.8358199365750599,1438.0,1454.388888888889,-16.388888888888914,223.8834094919756,-0.07320278410123249,True,-0.0205648586201374,0.0280924074736916,RDB
VCC1902,galaxy,190.49858333,12.94327778,0.8255532713224953,1452.0,1454.388888888889,-2.388888888888914,223.8834094919756,-0.010670236326620425,True,0.0267255440113591,0.0514787961370328,RDB
VCC1910,galaxy,190.53554167,11.75422222,0.8411226995510341,1995.0,1454.388888888889,540.6111111111111,223.8834094919756,2.4146992952172615,True,-0.0533877448626245,0.0587615569864766,RDB
VCC1949,galaxy,190.741125,12.28755556,0.88072459002993,1283.0,1454.388888888889,-171.3888888888889,223.8834094919756,-0.7655274201772946,True,-0.0289844002384731,0.0156920213532402,RDB
M87,major,187.70591,12.39112,0.0,1307.0,1454.388888888889,-147.3888888888889,223.8834094919756,-0.6583287668493882,,,,
M86,major,186.54958,12.94694,0.3720638904319113,-244.0,1454.388888888889,-1698.388888888889,223.8834094919756,-7.586041738165338,,,,
M60,major,190.9162,11.5522,0.9622472974797374,1117.0,1454.388888888889,-337.3888888888889,223.8834094919756,-1.5069847723619805,,,,
M49,major,187.4441,8.0035,1.274673012806049,997.0,1454.388888888889,-457.3888888888889,223.8834094919756,-2.0429780390015124,,,,
