name,category,ra_deg,dec_deg,r_proj_mpc,v_kms,v_mean_kms,delta_v_kms,sigma_v_kms,v_over_sigma,has_emission,slope_dex_per_Re,slope_error_dex_per_Re,gradient_method
1419.0,background,188.0437355,13.4193556,0.31386984392673856,561.0,1454.388888888889,-893.3888888888889,223.8834094919756,-3.990420241125145,,,,
1420.0,background,188.05101,12.0615256,0.13839001713565027,985.0,1454.388888888889,-469.3888888888889,223.8834094919756,-2.0965773656654654,,,,
1422.0,background,188.0592337,10.2514606,0.6289042985523821,1300.0,1454.388888888889,-154.3888888888889,223.8834094919756,-0.6895950407366942,,,,
1426.0,background,188.0982667,11.8933691,0.18380138194978007,833.0,1454.388888888889,-621.3888888888889,223.8834094919756,-2.7755021700755393,,,,
1431.0,background,188.0974316,11.26296,0.346308348036368,1489.0,1454.388888888889,34.611111111111086,223.8834094919756,0.15459435422056858,,,,
1438.0,background,188.1446063,12.6391986,0.1461546588998107,1172.0,1454.388888888889,-282.3888888888889,223.8834094919756,-1.2613211918188616,,,,
1440.0,background,188.1391948,15.4153952,0.8859951459759793,429.0,1454.388888888889,-1025.388888888889,223.8834094919756,-4.58001283442863,,,,
1448.0,background,188.1700092,12.7710848,0.17394230863353144,2583.0,1454.388888888889,1128.611111111111,223.8834094919756,5.041066301750968,,,,
1475.0,background,188.2707092,16.265523,1.1354526524974804,955.0,1454.388888888889,-499.3888888888889,223.8834094919756,-2.2305756823253486,,,,
1488.0,background,188.3059683,9.3973326,0.8854661212711543,1074.0,1454.388888888889,-380.3888888888889,223.8834094919756,-1.699049026241146,,,,
1489.0,background,188.3079662,10.928576,0.45866840607690085,268.0,1454.388888888889,-1186.388888888889,223.8834094919756,-5.299137133836669,,,,
1491.0,background,188.3083811,12.857822,0.2210062931276116,1986.0,1454.388888888889,531.6111111111111,223.8834094919756,2.3744998002192967,,,,
1509.0,background,188.381857,9.4592142,0.8725567481916757,808.0,1454.388888888889,-646.3888888888889,223.8834094919756,-2.887167433958775,,,,
1512.0,background,188.3943603,11.261948,0.3835235715038373,839.0,1454.388888888889,-615.3888888888889,223.8834094919756,-2.748702506743563,,,,
1514.0,background,188.4070872,7.8710636,1.3264943419520823,538.0,1454.388888888889,-916.3888888888889,223.8834094919756,-4.093152283897722,,,,
1516.0,background,188.4154727,9.1750335,0.9550951594579525,2329.0,1454.388888888889,874.6111111111111,223.8834094919756,3.906547220697292,,,,
1523.0,background,188.452803,12.7800364,0.24420430086620587,1108.0,1454.388888888889,-346.3888888888889,223.8834094919756,-1.5471842673599454,,,,
1528.0,background,188.4650793,13.3224639,0.3484515616029162,1615.0,1454.388888888889,160.6111111111111,223.8834094919756,0.7173872841920771,,,,
1535.0,background,188.5124331,7.69931,1.380581560561027,617.0,1454.388888888889,-837.3888888888889,223.8834094919756,-3.740290050026697,,,,
1537.0,background,188.525321,11.3212533,0.3908065159387956,1378.0,1454.388888888889,-76.38888888888891,223.8834094919756,-0.34119941742099846,,,,
1539.0,background,188.5280977,12.7415714,0.25919070179003784,1508.0,1454.388888888889,53.611111111111086,223.8834094919756,0.23945995477182783,,,,
1545.0,background,188.5480615,12.0489659,0.263611208665396,2065.0,1454.388888888889,610.6111111111111,223.8834094919756,2.727362034090322,,,,
1552.0,background,188.5661639,13.0753139,0.31875710704009386,90.0,1454.388888888889,-1364.388888888889,223.8834094919756,-6.094193812685308,,,,
1563.0,background,188.6085262,11.9170464,0.29566659589257505,2249.0,1454.388888888889,794.6111111111111,223.8834094919756,3.5492183762709377,,,,
1615.0,background,188.8602505,14.4963502,0.6962715915164202,486.0,1454.388888888889,-968.3888888888889,223.8834094919756,-4.325416032774853,,,,
1619.0,background,188.8774282,12.220753,0.3433139260514549,459.0,1454.388888888889,-995.3888888888889,223.8834094919756,-4.446014517768747,,,,
1627.0,background,188.9052169,12.3820489,0.3478089493571482,282.0,1454.388888888889,-1172.388888888889,223.8834094919756,-5.2366045860620565,,,,
1630.0,background,188.9081312,12.2639882,0.3505880884001798,1176.0,1454.388888888889,-278.3888888888889,223.8834094919756,-1.2434547495975439,,,,
1632.0,background,188.9158835,12.5563645,0.35414944566112466,340.0,1454.388888888889,-1114.388888888889,223.8834094919756,-4.977541173852949,,,,
1661.0,background,189.1032517,10.3846789,0.7090704428863135,1419.0,1454.388888888889,-35.388888888888914,223.8834094919756,-0.1580683846524917,,,,
1664.0,background,189.1124336,11.4392282,0.492522687913788,1142.0,1454.388888888889,-312.3888888888889,223.8834094919756,-1.3953195084787446,,,,
1692.0,background,189.2224185,7.2465803,1.5553867352312125,1787.0,1454.388888888889,332.6111111111111,223.8834094919756,1.4856442997087396,,,,
